the	joatea	0.47484370644033236
the	hiri	0.432310680960376
the	jo	0.39588571219572816
the	noiznahi	0.37929369647734607
the	ezagunak	0.37743371979438056
was	zegoen	0.5940694444289333
was	zen	0.5434319171182466
was	menditik	0.5375994297383134
was	ari	0.5002817903805387
was	elkarrizketa	0.47908441613630137
we	genuen	0.9177158441997374
we	hankaz	0.8277585759204122
we	ginen	0.8229934336400032
we	genituen	0.7830489058054849
we	zitzaigun	0.6730382254115554
a	horietakoa	0.7309943649010924
a	bat	0.6776760204131599
a	batekin	0.5733510986856821
a	batetik	0.56333045637638
a	batean	0.5253540535408207
i	munduaren	1.0
i	datorrela	1.0
i	nintzen	0.8271605640578763
i	nuen	0.8115839334278506
i	nion	0.6957686566219092
and	bitxiena	1.0
and	aren	0.9719031336979398
and	pentsatuta	0.80751261145066
and	eta	0.7071630186817377
and	arrastaka	0.585565384512904
to	bazterrera	0.5278426860903248
to	hasi	0.510606883906278
to	beharra	0.4891547550277096
to	ateratzeko	0.48890066583849506
to	santu	0.4514908521371454
it	eramateak	1.0
it	mailaz	1.0
it	sartuta	0.4588774976674717
it	arraiopola	0.4514175183000231
it	burua.	0.44513756433842644
well	patata	1.0
well	gordin	1.0
well	erdibituko	1.0
well	osatu	1.0
well	zaku	1.0
up	apaiza	0.8473864316433259
up	susmo	0.6362575692055487
up	gora	0.636207239614188
up	parte	0.5715315806491759
up	prestatzen	0.533387529024927
all	guztia	0.5404346814437601
all	guztiak	0.5036009064971612
all	basorantz	0.498183632423726
all	legerik	0.49782667933915065
all	listo	0.49739655508283387
they	argimutil	1.0
they	sapar	1.0
they	zioten	0.6503691533284519
they	zuten	0.638628877954155
they	dituzte	0.619656391713809
about	berri	0.6031140360660777
about	zeudenez	0.4503123574907085
about	irakurtzen	0.4002444853691305
about	oin-hotsak	0.3380195934186995
about	sartzeko	0.336715164459002
when	zenean	0.527619283206543
when	duenean	0.5083906941778982
when	nintzenean	0.43854818431128645
when	zuenean	0.40831539027888897
when	nuenean	0.3773003129250186
in	lagunek	0.6806029890888484
in	leize-zuloko	0.4699319547440367
in	deritzot	0.4315636687976823
in	barruan	0.42605812151427336
in	ondoko	0.4249701756461155
town	herri	0.607963751984708
town	herrira	0.4366675092525035
town	herritan	0.4212671584631524
town	herrian	0.2504794419435995
town	argitasun	0.2289745559676787
went	azkarrago	0.4320448706191709
went	aurreratzen	0.4052470331767072
went	pasatzerakoan	0.38578063162234216
went	biltegiaren	0.3385145394676594
went	burusoilak—	0.3333677855153111
of	arto	0.6691843056958661
of	hesia	0.6125818593826847
of	bazterraren	0.5616545573922567
of	eginiko	0.48804015268210843
of	taldea	0.4862213819787593
at	urrearen	0.44833571266737926
at	jauregian	0.43339927731023975
at	jokaera	0.4224095354835695
at	zuzentzen	0.4064048888803412
at	frantziako	0.38932380219063695
man	gazteak—	0.6576199289075834
man	gizon	0.4621570440883199
man	agureak	0.4047332309473704
man	agurea	0.3995687526933387
man	gizona	0.3677496752306781
got	jaso	0.6999207352899225
got	iritsi	0.4725137338578998
got	txalupatik	0.38725008845296727
got	lortuko	0.37591976357898793
got	osaturik	0.3669633296387853
by	ahul	0.4997544390197208
by	gris	0.48012975741556413
by	errauts	0.4598778299785438
by	alajainkoa	0.4580254382834204
by	aurretik	0.40763869007740594
old	trikota	0.7412554136684523
old	etxeko	0.5651270239716838
old	zaharrak	0.5509381777026864
old	zaharra	0.4968014124649818
old	zahar	0.4733299827704528
n't	eskuratu	0.5616205402546997
n't	ezin	0.535654512462397
n't	ez	0.47139121171711695
n't	esnatzen	0.44648378363502406
n't	erreskatatuak	0.38611446680279515
along	aurrerantz	0.660869209600978
along	biriken	0.4999010036184157
along	ogi	0.45593520260876863
along	aurreratzen	0.40767944313675564
along	ondotik	0.40016840569594725
towards	laguntzailearekin	0.3960695969423663
towards	argitzera	0.3330690515255942
towards	bizpahiru	0.24174463553358924
towards	hegalean	0.24174463553358924
towards	zauritua	0.22919332787098137
's	pertsonarik	0.7999490644005681
's	armarria	0.6727710518763446
's	andereñoren	0.5131096507712808
's	hay	0.49686569143365056
's	hemeretzi	0.4854534465931598
so	zerabilela	1.0
so	hitzalditxoa	1.0
so	grekerako	1.0
so	orgo	1.0
so	hitzetik	1.0
wanted	asmoak	0.43822818093716076
wanted	arriskuan	0.35168143672761304
wanted	izpiritua	0.33298977633313287
wanted	garbi-garbi	0.33039272310321544
wanted	aldaketa	0.3048372770552921
island	uharte	0.6745651278550963
island	uhartearen	0.508351770745698
island	uhartea	0.4286445676150041
island	uhartera	0.21960255635888587
island	hondarrik	0.18616925312969274
after	garraiotzailea	0.5036247084662897
after	bazkal	0.4999999997337852
after	afalondoan	0.49964178235852313
after	bitxien	0.38531492855728133
after	hileta	0.35204129803891776
out	lasai-lasai	0.4964058871981881
out	sinets	0.4693301458317218
out	huraxe	0.46460356406352005
out	arrastoak	0.38534728688221626
out	munduko	0.3724289727685504
come	etortzen	0.5363014582072468
come	zitezen	0.5285165114478337
come	eskaileratan	0.4891846654602256
come	etorri	0.47442851726427016
come	gehienetan	0.4050878496600266
be	litzatekeela	0.4229788103767478
be	litzake	0.42141503508288186
be	horrekin	0.3568556061420769
be	predikari	0.32702519755263776
be	den	0.31678282601689717
that	liburua	0.5923895298984095
that	izandako	0.5759397277240145
that	garraiotzailea	0.49637529153371024
that	ederrik	0.47990591848657443
that	horrek	0.47070871505528156
three	hiru	0.8156281837177667
three	banoa	0.38206263042815325
three	budek	0.25
three	egurrezko	0.22342422421115557
three	aldaketarik	0.1959597971847545
nights	gauetan	0.3151597263246496
nights	zitzaizkigun	0.2696373643394303
nights	motzak	0.2559187927161283
nights	cairora	0.1989382125489821
nights	aldaketarik	0.1959597971847545
would	zenuela	0.4938420755592646
would	gosaltzeko	0.4730715479417357
would	ezagutuko	0.4289453727832033
would	litzake	0.42151746212540453
would	zigula	0.4044084629907279
us	zigun	0.32480820683445966
us	guregana	0.31050877650721453
us	genituela	0.2776799149334869
us	gintuzten	0.2613079345354158
us	zigutela	0.21465570859151856
most	bukatuta	0.4192267710752306
most	lanetarako	0.4192267710752306
most	horiak	0.37160865383531716
most	defizita	0.28789150172242856
most	txanponak	0.28789150172242856
day	egunean	0.6467766698299384
day	eguerdi	0.5763307941814492
day	eguna	0.5166479476849358
day	egunero	0.3924163642527538
day	botorik	0.3670352595411294
gentleman	nagusi	0.4970766408370589
gentleman	grandgerford	0.442415733584418
gentleman	gentleman	0.442415733584418
gentleman	biek	0.40356498225274823
gentleman	ikasia	0.25650670285702243
two	bi	0.7477347002105278
two	zatekeen	0.3933669080048055
two	haut	0.33333330184526727
two	bestetik	0.24910606056540566
two	bitara	0.2334351655495905
time	hurrengoan	0.44043914880441254
time	denbora	0.39479552197358553
time	oin-hotsak	0.35726253833209826
time	ordutan	0.3366040011339652
time	aldian	0.3307246951867585
again	matazaren	0.39022460281402155
again	tragedia	0.3287414375309264
again	aldez	0.2811912461668677
again	zaldi-ferra	0.2811912461668677
again	izerdia	0.2636146830323986
an	halakori	0.5333165586917797
an	ordubete	0.49935959684627396
an	sonbreiru	0.3950401925517411
an	aldapatsu	0.3520363020301151
an	ordubetean	0.34567683118196707
you	duzu	0.6379764641207321
you	tomek—	0.6235903134877961
you	zara	0.5792011078682661
you	zuri	0.5301131130287353
you	gordeko	0.5277898990720192
do	urik	0.5638659096226242
do	erakustea	0.4347251681734
do	osoko	0.39955374747649225
do	eserlekua	0.37684285574339743
do	zaituztet	0.35337462027582994
know	badakidala	0.634759691343077
know	tentel	0.5822629566930329
know	zaituztet	0.43338622770421525
know	badakit	0.4225699723507371
know	dakizu	0.4204192926376322
me	nitaz	0.6460689722853385
me	ninduen	0.5393591402463079
me	zirikatzen	0.516602636857292
me	zidan	0.48703408869374903
me	ninduela	0.43903564710637444
tip-toeing	bidexkan	0.09806474001605
tip-toeing	baratzea	0.09806474001605
tip-toeing	bukatzen	0.09806474001605
tip-toeing	punttetan	0.09551788721279048
tip-toeing	arbolen	2.8591493416874332e-05
path	genitzakeen	0.1596597458917677
path	bidexkan	0.09806474001605
path	baratzea	0.09806474001605
path	bukatzen	0.09806474001605
path	punttetan	0.09551788721279048
amongst	begiratzeko	0.3527114298568603
amongst	itzuri	0.24648956294818375
amongst	zumardi	0.23533748063802443
amongst	jarriz	0.19364287760799026
amongst	erreminta	0.180207137517742
trees	itzuri	0.24649024912767464
trees	goroldio	0.13650117010753743
trees	espainiarra	0.13650117010753743
trees	bidexkan	0.09806474001605
trees	baratzea	0.09806474001605
back	atzeko	0.5852508853434495
back	gorantz	0.3963241435265224
back	bizkar	0.39478058491969703
back	bizkarra	0.3945559384305368
back	itzuli	0.3648752537701959
end	este	0.6345059907567918
end	lurraldera	0.6345059907567918
end	atzealdea	0.41317637750945646
end	xaboiaren	0.21482133395035982
end	pertzeraino	0.21482133395035982
widow	alargunak	0.5681961921524008
widow	alargunaren	0.513552034372181
widow	alargunarengana	0.3150022930329972
widow	douglas	0.2564532152543858
widow	semetzat	0.2564532152543858
garden	baratzetan	0.25001268608107086
garden	zoritxarra	0.1252329265566473
garden	moduak	0.1252329265566473
garden	bidexkan	0.09806474001605
garden	baratzea	0.09806474001605
had	birao	0.6516659355224194
had	kateak	0.5850184025090528
had	zeraman	0.4978637603909807
had	bazkaldu	0.49565555690833046
had	eragin	0.488579360013632
shut	baduk	0.4749944232945176
shut	gorritu	0.21900910775811028
shut	iruzurtzaileek	0.19928854506169283
shut	errotako	0.14342960076195793
shut	itxi	0.13293329970325665
door	baduk	0.4749944232945176
door	atea	0.4638774548917526
door	deritzozu	0.3186238738221306
door	atean	0.2943919761804811
door	gorritu	0.21900910775811028
git	bihar	0.26976020652746174
git	irabazten	0.24523397108123496
git	ziurtasunik	0.2311102079661068
git	haragirik	0.22095915815318368
git	ontzira	0.2143048425046157
sun	eguzkia	0.20389731083384469
sun	logelaren	0.15825954587100458
sun	gelako	0.1582536277562321
sun	itzaltsu	0.11124123991030013
sun	nintzenerako	0.08453378731457106
high	premiazkoa	0.33804134509355127
high	gainik	0.33323042505539063
high	kopeta	0.33291530927493856
high	pipita	0.32867539713100785
high	nintzenerako	0.28036878134384174
waked	nintzenerako	0.28036878134384174
waked	lotara	0.17105325634087348
waked	harrigarria	0.12272324788877528
waked	negarrez	0.0654650077065781
waked	joanda	0.00031701303111008906
go	diezaiokezu	0.4999991398507662
go	paperik	0.4999991398507662
go	ergel	0.4999991398507662
go	horietakoak	0.4999991398507662
go	janengana	0.4998918906271534
look	adibidez	0.36517303373261284
look	williamen	0.3348511584867778
look	baditut	0.3348511584867778
look	handiz	0.24981523028395683
look	erbiezpainak—	0.24752995248882861
place	lekua	0.757275336694529
place	leku	0.4139472214541522
place	phelpsen	0.3382291801359275
place	hariak	0.33447730208742354
place	pospoloak	0.33447730208742354
right	abram	0.5789757205480545
right	legerik	0.5021733206608493
right	dakiena	0.48664768071821174
right	diet	0.4261761829475179
right	platera	0.4261761829475179
middle	laguntzailearekin	0.3960695969423663
middle	gauerdiko	0.3673540630415373
middle	egokitu	0.3673540630415373
middle	apalean	0.3384196809450305
middle	erdian	0.29101861196755935
breakfast	gosaldu	0.3551891643115043
breakfast	gosaltzera	0.2515704396974121
breakfast	ontziratu	0.14925057254094365
breakfast	katu-arrain	0.14451086662238774
breakfast	alferkeria	0.13728362504063174
talk	izpi	0.5014329079317422
talk	katuak	0.3407659211856309
talk	hitz	0.24134090976191744
talk	txorakeria	0.21892596291768807
talk	badakizun	0.20338270222498595
dead	geldoetara	0.3618939896770263
dead	hilik	0.2844542000023109
dead	—banekien	0.21662252565552206
dead	urteak	0.21662252565552206
dead	sosik	0.2118473093958924
guess	asmatuko	0.29849488050055756
guess	gizonaz	0.2160210760454342
guess	dezakezu	0.17733614718825566
guess	asma	1.3051095754421553e-06
guess	hilik	1.1088977778063064e-07
how	dioan	1.0
how	nola	0.5575663094969435
how	zenbat	0.3509686008317705
how	iritzia	0.3336543307430802
how	jarrera	0.3333320182805795
he	charles	1.0
he	ii.a	1.0
he	gainetik	0.5793120948830264
he	lekutik	0.5319979116804419
he	mesedea	0.5154379753873601
killed	barrez	0.24524995658972917
killed	osagarriak	0.1875504761581493
killed	akabatu	0.17727440338565462
killed	almadiak	0.17457914115038314
killed	hil	0.1572859347073337
must	txoriburu	0.3087059487767687
must	ezpatak	0.2861885262447216
must	pistolak	0.2861885262447216
must	ta	0.2328470007942007
must	alaena	0.18309553736020195
been	eskolan	0.34272651261511927
been	gauzarik	0.321950347669698
been	daramagu	0.30153456051605826
been	zidanean	0.24981605475800475
been	aberatsak	0.23881721452026775
close	gertu	0.5313847324561963
close	gordetzeko	0.2124255779628135
close	hurbil	0.2101932916031331
close	ontziek	0.20206067841494585
close	bihotzekoak	0.19600571721105972
onto	azkar-azkar	0.31514126418834326
onto	eroso	0.2514984611467196
onto	kontraleihotan	0.25000438619597637
onto	lainoz	0.234600972879402
onto	oinera	0.19507876787515907
one	arkansas	0.47363554301549043
one	gindoazelarik	0.47363554301549043
one	ibiltzera	0.45764727556757717
one	boggsen	0.3759547170463894
one	ohiturik	0.3759547170463894
o'clock	boggsi	0.33440170493298277
o'clock	hamabiak	0.2641128102565898
o'clock	urrunduz	0.1425000450097593
o'clock	uhartetik	0.13010378465056305
o'clock	goizeko	0.06416959978514228
below	beherago	0.49721121657380857
below	zegokidan	0.33975219309996074
below	beheraxeago	0.3001048000596268
below	milaren	0.2064084182538161
below	beherantz	0.14706321917591442
last	urrearen	0.44834206505220137
last	azkenean	0.393735318635374
last	barreiatu	0.30111676457658776
last	herenegun	0.29807219166620524
last	gabonetan	0.25247049788016507
judged	beheraxeago	0.28709613053469796
judged	azalduko	0.21482884517541898
judged	egindako	0.2084494620829113
judged	itzuliko	0.20093985080041374
judged	probidentzia	0.19278079015854893
more	misteriotsua	0.4741032165206239
more	larrua	0.3980625775617512
more	piztuagoa	0.3350305128263623
more	gehiago	0.33483489779896786
more	luzeagoa	0.30211536597299615
fetch	zere	0.39057617980685283
fetch	besteaz	0.3067325164143826
fetch	ekarriko	0.2696264654014675
fetch	cairora	0.19893827410785397
fetch	laguntzen	0.14968538128666362
cairo	cairo	0.6685955261244368
cairo	cairoz	0.3338987413870775
cairo	cairori	0.24324235272776062
cairo	buruzko	0.24324235272776062
cairo	cairora	0.1989383613540788
slept	segidan	0.3292788527882306
slept	almadiarekin	0.21478714124184609
slept	lotan	0.18366721304929387
slept	zumardi	0.052432713754031225
slept	eguna	1.6552610712672228e-07
half	erdia	0.39232286927197974
half	erdiak	0.2550010395544937
half	zuhaitzez	0.25375970069579096
half	erdiaz	0.19913267399913193
half	eztabaida	0.17668807346013438
minute	minutu	0.4108698742285392
minute	galdezka	0.2744769324031462
minute	poltsak	0.26598386449295963
minute	sallyk—	0.26140089944074346
minute	erbiezpainak—	0.2569998188957488
somebody	norbaitek	0.42043331939768586
somebody	guztiz	0.33333333333333337
somebody	minututara	0.33333333333333337
somebody	norbaiten	0.2549522919871861
somebody	lapurtzeko	0.25000000320539434
spoke	zuzendu	0.526990538031013
spoke	ab	0.2011474920871498
spoke	turner	0.2011474920871498
spoke	laguntzaileari	0.2011474920871498
spoke	zaharrak—	0.17717618260889384
window	leiho	0.5019250556707917
window	leihotik	0.29269113592695317
window	leihoa	0.2924954877615883
window	leihora	0.2231302704735624
window	igarotzeko	0.12991798876781968
col.	koronela	0.48988025344917774
col.	grandgerford	0.19904123095479315
col.	gentleman	0.19904123095479315
col.	argala	0.0019449917165412914
col.	grangerford	6.281337915267122e-06
grangerford	koronela	0.48988025541399705
grangerford	grandgerford	0.19904122926623405
grangerford	gentleman	0.19904122926623405
grangerford	estalitako	0.09980817142574867
grangerford	begiz	0.037421082220497476
or	edo	0.622592706186483
or	diozun	0.2146369077851189
or	neskarena	0.18593256428493596
or	zutelarik	0.15775896028145803
or	mugi	0.15382177895710095
days	egunetarako	0.569391831789652
days	egun	0.30394416782569084
days	aldaketarik	0.1959597971847545
days	handitua	0.1708430301102038
days	sowberry	0.1560907496724093
asked	galtzeko	0.2510612929142627
asked	galdegin	0.2503927293675106
asked	zizkidaten	0.23533078512607003
asked	galderak	0.2353307827331979
asked	nindutela	0.20059212477501648
